"var","z","x","y","z_worker","xse","yse","z_workerse","xlow","ylow","z_workerlow","xhigh","yhigh","z_workerhigh","time_since_menopause","p"
"calcium",20.3201132103592,10,0.484679665325776,24.6316826939616,0,0.0238522128448914,NA,10,0.460827452480884,NA,10,0.508531878170667,NA,10,0
"phosphate",3.1528929184685,0.01,0.192422214459685,5.69175151241,1.00000000030117e-05,0.0610303678036591,NA,0.00998999999999699,0.131391846656026,NA,0.010010000000003,0.253452582263344,NA,0.01,0.00161661096427657
"phosphate",3.97238018761088,1,0.203280607221985,6.81330857353084,0,0.0511735024396657,NA,1,0.152107104782319,NA,1,0.254454109661651,NA,1,7.11580291770098e-05
"phosphate",5.12762133506619,2,0.213661753787744,8.05195339617115,0,0.0416687855490768,NA,2,0.171992968238667,NA,2,0.255330539336821,NA,2,2.93425869157815e-07
"phosphate",6.76144973232687,3,0.223151541328436,9.33252394871934,0,0.0330035051893584,NA,3,0.190148036139078,NA,3,0.256155046517794,NA,3,1.36617384072224e-11
"phosphate",8.59542321759965,4,0.231458338394633,10.556630098112,0,0.0269280909776157,NA,4,0.204530247417018,NA,4,0.258386429372249,NA,4,0
"phosphate",9.96633826098186,5,0.23831183769173,11.6182143876116,0,0.0239116746242418,NA,5,0.214400163067488,NA,5,0.262223512315972,NA,5,0
"phosphate",11.6859390674236,10,0.243893538954368,13.6075591583606,0,0.0208706837804981,NA,10,0.22302285517387,NA,10,0.264764222734866,NA,10,0
"pth",-0.584419643997003,0.01,-0.0338400953592945,-0.633811621942411,1.00000000030117e-05,0.0579037609479603,NA,0.00998999999999699,-0.0917438563072548,NA,0.010010000000003,0.0240636655886658,NA,0.01,0.558938013598442
"pth",-0.231411754927513,1,-0.0126936579834703,-0.161754882324326,0,0.0548531252763994,NA,1,-0.0675467832598697,NA,1,0.0421594672929291,NA,1,0.81699493387369
"pth",0.167653766387685,2,0.00872637140571145,0.340552985477821,0,0.0520499574434401,NA,2,-0.0433235860377286,NA,2,0.0607763288491515,NA,2,0.866855670325178
"pth",0.610071969252058,3,0.0302258338607434,0.870598728452594,0,0.0495447019108254,NA,3,-0.019318868050082,NA,3,0.0797705357715689,NA,3,0.541814134066915
"pth",1.09463787730849,4,0.0518237581333005,1.43032296727964,0,0.0473432896920445,NA,4,0.00448046844125601,NA,4,0.0991670478253451,NA,4,0.273675314558572
"pth",1.61842683230159,5,0.0735386721250577,2.0213145146279,0,0.0454383668494159,NA,5,0.0281003052756418,NA,5,0.118977038974474,NA,5,0.105570643290568
"pth",4.68301328842834,10,0.184431901595524,5.4515566631677,0,0.0393831685362183,NA,10,0.145048733059305,NA,10,0.223815070131742,NA,10,2.82688179442658e-06
"femor_neck_bmd",-1.07563275485926,0.01,-0.20760945617973,-3.45175092206836,1.00000000030117e-05,0.19301146719625,NA,0.00998999999999699,-0.400620923375979,NA,0.010010000000003,-0.01459798898348,NA,0.01,0.282091532376776
"femor_neck_bmd",-1.98828812175398,1,-0.30644597045443,-6.27420178191785,0,0.154125534977344,NA,1,-0.460571505431774,NA,1,-0.152320435477086,NA,1,0.046779833729043
"femor_neck_bmd",-3.48997493715924,2,-0.404287225067976,-9.25084767535017,0,0.115842443670113,NA,2,-0.520129668738089,NA,2,-0.288444781397862,NA,2,0.000483065848808639
"femor_neck_bmd",-6.24044674261786,3,-0.498684846180374,-12.2781984007163,0,0.0799117221487858,NA,3,-0.57859656832916,NA,3,-0.418773124031588,NA,3,4.36322977748205e-10
"femor_neck_bmd",-12.2990584742501,4,-0.588370344616836,-15.2591442974982,0,0.0478386492631675,NA,4,-0.636208993880004,NA,4,-0.540531695353669,NA,4,0
"femor_neck_bmd",-16.0088805151526,5,-0.672320289831599,-18.0837161777143,0,0.0419967085890385,NA,5,-0.714316998420638,NA,5,-0.630323581242561,NA,5,0
"femor_neck_bmd",-22.5014915422396,10,-0.992460807602866,-27.9328630137286,0,0.0441064453767354,NA,10,-1.0365672529796,NA,10,-0.948354362226131,NA,10,0
"l1_bmd",-1.58847934943633,0.01,-0.298011574785736,-4.25907623457592,1.00000000030117e-05,0.187608088762051,NA,0.00998999999999699,-0.485619663547787,NA,0.010010000000003,-0.110403486023685,NA,0.01,0.112177987048722
"l1_bmd",-2.43791269250793,1,-0.371302357442084,-6.3756781518379,0,0.152303385836233,NA,1,-0.523605743278317,NA,1,-0.218998971605852,NA,1,0.0147723413797134
"l1_bmd",-3.77823810074635,2,-0.443133996703194,-8.71371028528816,0,0.117285884289732,NA,2,-0.560419880992927,NA,2,-0.325848112413462,NA,2,0.000157941835814412
"l1_bmd",-6.08313947625261,3,-0.511500729025288,-11.1616858224615,0,0.084084991150061,NA,3,-0.595585720175349,NA,3,-0.427415737875227,NA,3,1.17851750580655e-09
"l1_bmd",-10.6452443193897,4,-0.575276627506625,-13.5526457064274,0,0.054040716234083,NA,4,-0.629317343740708,NA,4,-0.521235911272542,NA,4,0
"l1_bmd",-13.845508366694,5,-0.633519908765416,-15.691117407985,0,0.0457563487007365,NA,5,-0.679276257466153,NA,5,-0.58776356006468,NA,5,0
"l1_bmd",-17.7031758544177,10,-0.825816760221133,-21.1351992063959,0,0.0466479442452726,NA,10,-0.872464704466406,NA,10,-0.779168815975861,NA,10,0
"l2_bmd",-1.25689067847855,0.01,-0.299090767083625,-4.10374687349655,1.00000000030117e-05,0.23796084433188,NA,0.00998999999999699,-0.537051611415505,NA,0.010010000000003,-0.061129922751746,NA,0.01,0.208793224378031
"l2_bmd",-2.11055606215024,1,-0.40378960615296,-6.82683838221948,0,0.19131906202083,NA,1,-0.59510866817379,NA,1,-0.212470544132131,NA,1,0.0348104876429658
"l2_bmd",-3.48941525893226,2,-0.507009250388609,-9.76625732877551,0,0.145299201375004,NA,2,-0.652308451763612,NA,2,-0.361710049013605,NA,2,0.000484078513209862
"l2_bmd",-5.94482629419746,3,-0.605757273918153,-12.7983147717358,0,0.101896547340569,NA,3,-0.707653821258722,NA,3,-0.503860726577584,NA,3,2.76750178329621e-09
"l2_bmd",-11.1597220825019,4,-0.698296390655255,-15.7592324476785,0,0.0625729194233399,NA,4,-0.760869310078595,NA,4,-0.635723471231915,NA,4,0
"l2_bmd",-16.193130851012,5,-0.783160580368566,-18.4520675314965,0,0.0483637529748993,NA,5,-0.831524333343465,NA,5,-0.734796827393666,NA,5,0
"l2_bmd",-19.218371733991,10,-1.06650176693707,-25.8239459982213,0,0.0554938671027358,NA,10,-1.1219956340398,NA,10,-1.01100789983433,NA,10,0
"l3_bmd",-1.50258740371894,0.01,-0.378034154852458,-5.52630779107268,1.00000000030117e-05,0.251588795378435,NA,0.00998999999999699,-0.629622950230893,NA,0.010010000000003,-0.126445359474022,NA,0.01,0.132945473599018
"l3_bmd",-2.24300095214543,1,-0.456137879545172,-7.82049307239705,0,0.203360537635473,NA,1,-0.659498417180644,NA,1,-0.252777341909699,NA,1,0.0248967531048161
"l3_bmd",-3.42107509129152,2,-0.533320619337621,-10.2975597704079,0,0.155892696040262,NA,2,-0.689213315377883,NA,2,-0.377427923297358,NA,2,0.000623741077244278
"l3_bmd",-5.4653168066988,3,-0.607586678634633,-12.8670632257919,0,0.111171355682422,NA,3,-0.718758034317055,NA,3,-0.496415322952211,NA,3,4.62080784746632e-08
"l3_bmd",-9.60100219397205,4,-0.677841444654803,-15.424736982004,0,0.0706011134004722,NA,4,-0.748442558055276,NA,4,-0.607240331254331,NA,4,0
"l3_bmd",-15.1266022237159,5,-0.74314601359226,-17.8380895924993,0,0.0491284164547631,NA,5,-0.792274430047023,NA,5,-0.694017597137497,NA,5,0
"l3_bmd",-18.6323351568192,10,-0.977394964656802,-25.0727688250375,0,0.0524569226793392,NA,10,-1.02985188733614,NA,10,-0.924938041977462,NA,10,0
"l4_bmd",-1.25161445209123,0.01,-0.323397356533701,-4.44368355707213,1.00000000030117e-05,0.258384166141067,NA,0.00998999999999699,-0.581781522674768,NA,0.010010000000003,-0.0650131903926345,NA,0.01,0.210710385877083
"l4_bmd",-1.93156807342128,1,-0.404083397847078,-6.7053586779009,0,0.20919966705152,NA,1,-0.613283064898598,NA,1,-0.194883730795558,NA,1,0.0534128396370301
"l4_bmd",-3.01014887824559,2,-0.483407708366425,-9.11172778373354,0,0.160592624457887,NA,2,-0.644000332824312,NA,2,-0.322815083908538,NA,2,0.00261119663723663
"l4_bmd",-4.87789803601938,3,-0.559126491222196,-11.5690312246675,0,0.114624472896623,NA,3,-0.673750964118819,NA,3,-0.444502018325572,NA,3,1.07222323908474e-06
"l4_bmd",-8.65582447994053,4,-0.629952591288779,-13.9737962470069,0,0.0727778841575016,NA,4,-0.70273047544628,NA,4,-0.557174707131277,NA,4,0
"l4_bmd",-13.5700362547354,5,-0.694792050504828,-16.2009103972064,0,0.0512004564661627,NA,5,-0.745992506970991,NA,5,-0.643591594038666,NA,5,0
"l4_bmd",-16.0999044041455,10,-0.909127776586671,-22.4230437732573,0,0.0564678990486789,NA,10,-0.96559567563535,NA,10,-0.852659877537992,NA,10,0
"total_bmc",-1.13197037626389,0.01,-0.218746327002953,-2.99697998605603,1.00000000030117e-05,0.19324386184463,NA,0.00998999999999699,-0.411990188847583,NA,0.010010000000003,-0.0255024651583235,NA,0.01,0.257646889007165
"total_bmc",-1.93225316740898,1,-0.288630573140211,-4.76839927227693,0,0.149375132621594,NA,1,-0.438005705761805,NA,1,-0.139255440518617,NA,1,0.053328265761815
"total_bmc",-3.33636868153345,2,-0.357396048870086,-6.63523969694753,0,0.107121269555204,NA,2,-0.464517318425291,NA,2,-0.250274779314882,NA,2,0.000848805178899292
"total_bmc",-6.12655582885501,3,-0.422349345258892,-8.48543920095967,0,0.0689374841358174,NA,3,-0.491286829394709,NA,3,-0.353411861123074,NA,3,8.98016994099748e-10
"total_bmc",-8.55336312893807,4,-0.481713644583093,-10.1706242521184,0,0.056318624302684,NA,4,-0.538032268885777,NA,4,-0.425395020280409,NA,4,0
"total_bmc",-9.58104179152061,5,-0.534017484958603,-11.5347882136839,0,0.0557368913087529,NA,5,-0.589754376267356,NA,5,-0.478280593649851,NA,5,0
"total_bmc",-10.0916105487018,10,-0.666316775960273,-12.8573344604189,0,0.0660268024360084,NA,10,-0.732343578396281,NA,10,-0.600289973524264,NA,10,0
"total_bmd",-1.26089798104841,0.01,-0.279726783324979,-3.33432665392438,1.00000000030117e-05,0.221847276726061,NA,0.00998999999999699,-0.50157406005104,NA,0.010010000000003,-0.0578795065989176,NA,0.01,0.207345605706305
"total_bmd",-2.22347797343956,1,-0.376547293486202,-5.59269311841614,0,0.169350584077841,NA,1,-0.545897877564043,NA,1,-0.207196709408361,NA,1,0.0261835870386871
"total_bmd",-3.96069702730582,2,-0.472208401993564,-8.06506093834251,0,0.119223560584934,NA,2,-0.591431962578498,NA,2,-0.35298484140863,NA,2,7.47313021360885e-05
"total_bmd",-7.50427509626681,3,-0.563003196303543,-10.5731067601629,0,0.0750243280105259,NA,3,-0.638027524314069,NA,3,-0.487978868293017,NA,3,6.17284001691587e-14
"total_bmd",-10.4897789333764,4,-0.646446080413909,-12.8279214438404,0,0.0616262825479617,NA,4,-0.70807236296187,NA,4,-0.584819797865947,NA,4,0
"total_bmd",-11.8948201992599,5,-0.720422949346827,-14.5519960999366,0,0.060566106698414,NA,5,-0.780989056045241,NA,5,-0.659856842648413,NA,5,0
"total_bmd",-12.345726902282,10,-0.910770992760344,-15.8659106712873,0,0.0737721642451036,NA,10,-0.984543157005447,NA,10,-0.83699882851524,NA,10,0
"fibrinogen",0.491616405137676,0.01,0.031103595370148,0.436156671023944,1.00000000030117e-05,0.0632680175948105,NA,0.00998999999999699,-0.0321644222246625,NA,0.010010000000003,0.0943716129649586,NA,0.01,0.622990543916213
"fibrinogen",0.967695282893134,1,0.0580515169609906,1.0315502849922,0,0.0599894594788486,NA,1,-0.00193794251785803,NA,1,0.118040976439839,NA,1,0.333196574647055
"fibrinogen",1.49141562002601,2,0.0852358000246052,1.64509817574515,0,0.057150936922009,NA,2,0.0280848631025962,NA,2,0.142386736946614,NA,2,0.135852409653054
"fibrinogen",2.04843486682218,3,0.112384209637066,2.26361482668547,0,0.0548634528035602,NA,3,0.0575207568335057,NA,3,0.167247662440626,NA,3,0.0405174080474386
"fibrinogen",2.62213471618241,4,0.139497149186256,2.87783895658293,0,0.0531998406967247,NA,4,0.0862973084895308,NA,4,0.19269698988298,NA,4,0.00873808831477541
"fibrinogen",3.18970771764495,5,0.166574941668935,3.47622163491848,0,0.0522226349290467,NA,5,0.114352306739888,NA,5,0.218797576597982,NA,5,0.00142416750830732
"fibrinogen",5.17529687747522,10,0.301402917350163,5.79497344770928,0,0.0582387686128651,NA,10,0.243164148737298,NA,10,0.359641685963028,NA,10,2.2754886730425e-07
"platelets",-0.937651007730812,0.01,-0.068575103242049,-2.47971424986109,1.00000000030117e-05,0.0731349965783176,NA,0.00998999999999699,-0.141710099820367,NA,0.010010000000003,0.00455989333626859,NA,0.01,0.34842378896208
"platelets",-1.7351414095887,1,-0.0999440364693575,-4.18545937510601,0,0.0575999373405816,NA,1,-0.157543973809939,NA,1,-0.0423440991287759,NA,1,0.0827157612163134
"platelets",-3.07551615214838,2,-0.130648936981287,-5.92315726516487,0,0.0424803286726434,NA,2,-0.17312926565393,NA,2,-0.0881686083086436,NA,2,0.0021013854620382
"platelets",-5.58372127782898,3,-0.15949061568123,-7.6137612459649,0,0.0285634987395435,NA,3,-0.188054114420774,NA,3,-0.130927116941687,NA,3,2.35425900996233e-08
"platelets",-7.90402016222582,4,-0.185690755230769,-9.19544476051814,0,0.0234932036380937,NA,4,-0.209183958868863,NA,4,-0.162197551592676,NA,4,2.66453525910038e-15
"platelets",-8.73112356883642,5,-0.208616250809895,-10.6114567802744,0,0.0238934026262666,NA,5,-0.232509653436161,NA,5,-0.184722848183628,NA,5,0
"platelets",-11.8178841121839,10,-0.265483891744642,-14.6434041827336,0,0.0224645875035224,NA,10,-0.287948479248164,NA,10,-0.24301930424112,NA,10,0
"nfl",-0.16378009357098,0.01,-0.0215237313998867,-0.151932590698761,1.00000000030117e-05,0.131418482738616,NA,0.00998999999999699,-0.152942214138502,NA,0.010010000000003,0.109894751338729,NA,0.01,0.869904263085495
"nfl",0.430259248905148,1,0.0514582661923642,0.645779206012971,0,0.119598280160872,NA,1,-0.0681400139685076,NA,1,0.171056546353236,NA,1,0.6670070669987
"nfl",1.1474011893754,2,0.125380590112685,1.51263408452269,0,0.109273540304535,NA,2,0.0161070498081494,NA,2,0.23465413041722,NA,2,0.251215849871808
"nfl",1.97917007035771,3,0.199479724827857,2.44492158823334,0,0.100789582368636,NA,3,0.0986901424592211,NA,3,0.300269307196492,NA,3,0.0477968614460613
"nfl",2.90429074679558,4,0.273715487306872,3.44048618689448,0,0.0942452086137976,NA,4,0.179470278693074,NA,4,0.367960695920669,NA,4,0.00368086163167325
"nfl",3.88570010132538,5,0.348034227848288,4.48880310759466,0,0.0895679591251975,NA,5,0.25846626872309,NA,5,0.437602186973485,NA,5,0.000102035406703394
"nfl",8.69293016744074,10,0.718086396966038,9.87136603237154,0,0.0826057938042137,NA,10,0.635480603161825,NA,10,0.800692190770252,NA,10,0
"bmi",0.0416380893890589,0.01,0.00115426521461741,0.0351977698369177,1.00000000030117e-05,0.0277213779871635,NA,0.00998999999999699,-0.0265671127725461,NA,0.010010000000003,0.0288756432017809,NA,0.01,0.96678720861716
"bmi",0.575358651318755,1,0.0144125609029567,0.717145841180328,0,0.0250496987747074,NA,1,-0.0106371378717507,NA,1,0.0394622596776641,NA,1,0.565048762565537
"bmi",1.20943352921392,2,0.027776204939541,1.43642943252912,0,0.0229662931187251,NA,2,0.00480991182081593,NA,2,0.0507424980582661,NA,2,0.226496333733333
"bmi",1.9046386076172,3,0.0409904811890248,2.18143679149759,0,0.0215213957257256,NA,3,0.0194690854632992,NA,3,0.0625118769147505,NA,3,0.0568270643865301
"bmi",2.61207742723568,4,0.0539342898898312,2.94283444334302,0,0.0206480440922109,NA,4,0.0332862457976203,NA,4,0.0745823339820421,NA,4,0.00899938699524516
"bmi",3.29078129921743,5,0.0664891613707332,3.7044901280673,0,0.0202046733967234,NA,5,0.0462844879740098,NA,5,0.0866938347674565,NA,5,0.00099909554826616
"bmi",6.14148279601219,10,0.119848838973327,7.01211476599948,0,0.0195146421400297,NA,10,0.100334196833297,NA,10,0.139363481113356,NA,10,8.17546919051892e-10
"cpeptide",0.371319686542176,0.01,0.0351186874969854,0.374523867379166,1.00000000030117e-05,0.0945780381967345,NA,0.00998999999999699,-0.0594593506997491,NA,0.010010000000003,0.12969672569372,NA,0.01,0.710399436701815
"cpeptide",0.673854137909736,1,0.0581547036363511,0.785465629215029,0,0.0863016198382995,NA,1,-0.0281469162019484,NA,1,0.144456323474651,NA,1,0.500404051965791
"cpeptide",1.0336092542091,2,0.0815457160973424,1.2296802598265,0,0.0788941427964866,NA,2,0.00265157330085576,NA,2,0.160439858893829,NA,2,0.301318871341504
"cpeptide",1.44776113719971,3,0.105075756568611,1.70344374879639,0,0.0725781027468737,NA,3,0.0324976538217376,NA,3,0.177653859315485,NA,3,0.147683865010959
"cpeptide",1.91000647671555,4,0.12875547631645,2.20543357810249,0,0.0674110155573183,NA,4,0.0613444607591322,NA,4,0.196166491873769,NA,4,0.0561323794130639
"cpeptide",2.40847532585055,5,0.15258777451024,2.73245849668969,0,0.0633545101635426,NA,5,0.0892332643466975,NA,5,0.215942284673783,NA,5,0.0160193090974841
"cpeptide",5.06715072944961,10,0.273355611698559,5.53854500494288,0,0.0539466114773045,NA,10,0.219409000221254,NA,10,0.327302223175863,NA,10,4.03814520266721e-07
"f_glucose",0.469128516109898,0.01,0.0194814877519111,0.382135757806743,1.00000000030117e-05,0.04152697412951,NA,0.00998999999999699,-0.0220454863775989,NA,0.010010000000003,0.0610084618814211,NA,0.01,0.638977777250108
"f_glucose",1.87623235014443,1,0.0720056881471285,2.21887574768371,0,0.0383778097321399,NA,1,0.0336278784149887,NA,1,0.110383497879268,NA,1,0.0606233817402118
"f_glucose",3.48272085695664,2,0.124740990769204,4.10637443324823,0,0.0358171084886224,NA,2,0.0889238822805817,NA,2,0.160558099257827,NA,2,0.000496345616501692
"f_glucose",5.21517938651173,3,0.176808663920043,6.00953366884006,0,0.0339027003322899,NA,3,0.142905963587753,NA,3,0.210711364252333,NA,3,1.83639431217131e-07
"f_glucose",6.99468384096215,4,0.227876851873036,7.91399274832708,0,0.0325785778248542,NA,4,0.195298274048181,NA,4,0.26045542969789,NA,4,2.6585400547674e-12
"f_glucose",8.75169783861856,5,0.277638535114675,9.8050031502613,0,0.0317239626223772,NA,5,0.245914572492298,NA,5,0.309362497737052,NA,5,0
"f_glucose",16.5453476838472,10,0.498723865202249,18.5102017749887,0,0.0301428458761939,NA,10,0.468581019326055,NA,10,0.528866711078442,NA,10,0
"glycohemoglobin",0.577386889500628,0.01,0.0364094376953682,0.825736486721494,1.00000000030117e-05,0.063058996242291,NA,0.00998999999999699,-0.0266495585469228,NA,0.010010000000003,0.0994684339376593,NA,0.01,0.563678128748303
"glycohemoglobin",2.05919496447623,1,0.107026111164134,4.20545938545463,0,0.0519747343065969,NA,1,0.0550513768575376,NA,1,0.159000845470731,NA,1,0.0394755653721137
"glycohemoglobin",4.31271360834254,2,0.177833836977225,7.68425411809707,0,0.0412347893060235,NA,2,0.136599047671202,NA,2,0.219068626283249,NA,2,1.61262952877994e-05
"glycohemoglobin",7.86144578953692,3,0.247516803307549,11.1891223722457,0,0.0314848960272649,NA,3,0.216031907280284,NA,3,0.279001699334814,NA,3,3.77475828372553e-15
"glycohemoglobin",12.86847518275,4,0.315504249702378,14.6782208319626,0,0.0245176095241888,NA,4,0.29098664017819,NA,4,0.340021859226567,NA,4,0
"glycohemoglobin",16.0601086638314,5,0.381273719906466,18.1001788950479,0,0.0237404196875158,NA,5,0.35753330021895,NA,5,0.405014139593982,NA,5,0
"glycohemoglobin",30.0777357673876,10,0.663566611666606,33.1323087340549,0,0.0220617208954303,NA,10,0.641504890771176,NA,10,0.685628332562037,NA,10,0
"gtt",0.22280111288216,0.01,0.00864077164711696,0.163729624779129,1.00000000030117e-05,0.0387824438367465,NA,0.00998999999999699,-0.0301416721896295,NA,0.010010000000003,0.0474232154838634,NA,0.01,0.823690301824139
"gtt",1.25256282454611,1,0.0461711750024564,1.6354392740146,0,0.0368613646338956,NA,1,0.00930981036856076,NA,1,0.083032539636352,NA,1,0.210364851202239
"gtt",2.39264772504712,2,0.0841042352803183,3.13393771583705,0,0.035151114976051,NA,2,0.0489531203042672,NA,2,0.119255350256369,NA,2,0.0167272928336564
"gtt",3.62391551369031,3,0.122067544616223,4.63764659744059,0,0.0336838825726151,NA,3,0.0883836620436075,NA,3,0.155751427188838,NA,3,0.000290176427288236
"gtt",4.93135916177587,4,0.160067307976913,6.13994279842809,0,0.0324590650824285,NA,4,0.127608242894484,NA,4,0.192526373059341,NA,4,8.16594329489106e-07
"gtt",6.2963994450904,5,0.198109101631138,7.63444595780124,0,0.0314638712741792,NA,5,0.166645230356958,NA,5,0.229572972905317,NA,5,3.046387586636e-10
"gtt",13.4027434252243,10,0.389074319483384,14.7908694671313,0,0.0290294536826793,NA,10,0.360044865800705,NA,10,0.418103773166064,NA,10,0
"insulin",1.0968217078701,0.01,0.0550859203705729,1.33035280157844,1.00000000030117e-05,0.0502232222204496,NA,0.00998999999999699,0.00486269815012329,NA,0.010010000000003,0.105309142591023,NA,0.01,0.272719338805139
"insulin",1.45992049293927,1,0.0639995631258853,1.78305080120883,0,0.0438377044746008,NA,1,0.0201618586512845,NA,1,0.107837267600486,NA,1,0.144311926370327
"insulin",1.87743041947412,2,0.0728705649900591,2.25607708661494,0,0.0388139897139147,NA,2,0.0340565752761444,NA,2,0.111684554703974,NA,2,0.0604591255371034
"insulin",2.31019437559255,3,0.0814967365041434,2.73601146781929,0,0.035277004119292,NA,3,0.0462197323848514,NA,3,0.116773740623435,NA,3,0.0208773952975141
"insulin",2.74042547676761,4,0.0897644735897106,3.21184299064676,0,0.0327556703696937,NA,4,0.0570088032200169,NA,4,0.122520143959404,NA,4,0.00613596951693074
"insulin",3.13393895736443,5,0.0975594444591394,3.67096044145924,0,0.0311299759779573,NA,5,0.0664294684811821,NA,5,0.128689420437097,NA,5,0.00172476732009619
"insulin",4.45210297232321,10,0.125595467001493,5.32097348680819,0,0.028210368848669,NA,10,0.0973850981528242,NA,10,0.153805835850162,NA,10,8.50333682711479e-06
"amh",-0.658819467159091,0.01,-0.282502159529997,-2.29730968495301,1.00000000030117e-05,0.428800564664825,NA,0.00998999999999699,-0.711302724194822,NA,0.010010000000003,0.146298405134828,NA,0.01,0.510011704893954
"amh",-1.41221324826542,1,-0.517760508424298,-6.35014497489989,0,0.36663054185354,NA,1,-0.884391050277838,NA,1,-0.151129966570757,NA,1,0.157887180768606
"amh",-2.4546134362401,2,-0.755041806812575,-10.6330114505313,0,0.307601105601835,NA,2,-1.06264291241441,NA,2,-0.44744070121074,NA,2,0.0141036159133783
"amh",-3.91090294018719,3,-0.989883488000485,-15.0984641003176,0,0.253108681841412,NA,3,-1.2429921698419,NA,3,-0.736774806159073,NA,3,9.19517205604237e-05
"amh",-5.98877506821831,4,-1.2202410123806,-19.6961468697792,0,0.203754690814198,NA,4,-1.42399570319479,NA,4,-1.0164863215664,NA,4,2.11427320095936e-09
"amh",-9.02754001963583,5,-1.44416877433432,-24.3447899531634,0,0.159973677346554,NA,5,-1.60414245168088,NA,5,-1.28419509698777,NA,5,0
"amh",-38.0467862046686,10,-2.41182927787016,-47.6785235769013,0,0.0633911433385196,NA,10,-2.47522042120868,NA,10,-2.34843813453164,NA,10,0
"andro",-0.816454603324662,0.01,-0.213247775245969,-2.14337957148036,1.00000000030117e-05,0.261187547204227,NA,0.00998999999999699,-0.474435322450196,NA,0.010010000000003,0.0479397719582585,NA,0.01,0.414240177638606
"andro",-1.57482646825938,1,-0.340996941830917,-4.17488915567657,0,0.216529851830478,NA,1,-0.557526793661395,NA,1,-0.12446709000044,NA,1,0.115296505153098
"andro",-2.71137354949451,2,-0.468740916543121,-6.28282221953435,0,0.172879504792141,NA,2,-0.641620421335262,NA,2,-0.29586141175098,NA,2,0.00670050926642185
"andro",-4.50561294308292,3,-0.593742686802418,-8.42456160947284,0,0.13177844930376,NA,3,-0.725521136106178,NA,3,-0.461964237498658,NA,3,6.61816262104153e-06
"andro",-7.53880102889354,4,-0.714679769604463,-10.5829383718991,0,0.0948001899592986,NA,4,-0.809479959563761,NA,4,-0.619879579645164,NA,4,4.75175454539567e-14
"andro",-9.57134132164509,5,-0.830408643970008,-12.7418419358699,0,0.0867599029293921,NA,5,-0.9171685468994,NA,5,-0.743648741040616,NA,5,0
"andro",-18.0564902312891,10,-1.30808422957856,-22.5848935446344,0,0.0724439917626875,NA,10,-1.38052822134124,NA,10,-1.23564023781587,NA,10,0
"dhea",-0.473920141534617,0.01,-0.0555536785846542,-0.502266550192027,1.00000000030117e-05,0.117221602788951,NA,0.00998999999999699,-0.172775281373605,NA,0.010010000000003,0.0616679242042967,NA,0.01,0.635556855617369
"dhea",-1.59374569146581,1,-0.172443160383776,-2.17475552354966,0,0.108199922551744,NA,1,-0.28064308293552,NA,1,-0.0642432378320325,NA,1,0.110993005859441
"dhea",-2.8896003034299,2,-0.289973185207494,-3.91692205185381,0,0.100350621109536,NA,2,-0.390323806317031,NA,2,-0.189622564097958,NA,2,0.00385731927739497
