"menopause_age"
36
43
45
36
46
51
52
54
37
45
44
57
38
59
39
54
57
47
46
39
46
39
55
43
50
60
42
47
51
52
39
44
50
52
54
50
55
33
47
59
56
38
46
42
37
44
52
50
39
54
44
40
54
52
54
26
51
49
50
48
41
54
50
55
40
33
48
50
41
43
48
49
47
42
52
38
49
47
55
48
51
49
50
36
53
51
59
35
46
56
53
51
53
46
39
32
48
50
55
33
32
61
51
51
47
49
53
53
49
46
57
51
51
49
57
51
43
54
52
45
33
52
53
50
55
53
42
50
56
47
52
50
53
35
48
37
60
47
36
59
49
52
53
36
51
53
51
45
51
40
54
57
52
41
48
52
40
50
32
46
52
60
47
36
51
35
47
42
53
49
49
44
51
56
56
49
53
53
48
50
48
32
28
28
47
50
47
51
40
53
42
51
49
50
47
51
51
54
43
48
51
56
45
52
42
51
47
48
40
51
52
54
42
50
54
41
40
47
45
49
47
55
50
49
44
55
58
50
49
35
51
50
49
57
47
53
45
51
32
55
37
58
51
47
51
41
41
47
35
56
51
49
58
32
52
56
37
30
26
47
55
37
46
46
57
54
53
36
40
34
39
48
56
39
44
59
54
55
48
46
53
45
48
50
51
53
29
22
45
44
53
46
38
37
46
51
48
54
52
35
48
50
51
41
50
51
61
52
54
54
47
35
39
48
44
54
49
54
50
50
52
56
53
51
51
58
50
39
54
56
38
49
59
54
52
56
54
58
52
55
53
48
57
51
53
43
56
51
54
48
44
49
47
46
49
58
50
56
39
53
55
34
52
41
53
55
48
57
41
55
49
39
49
35
26
53
49
47
47
48
52
51
51
55
54
32
48
50
48
52
34
54
35
39
48
48
39
53
42
40
45
42
49
46
57
55
27
52
53
52
51
56
47
48
52
52
48
50
49
49
50
44
45
43
56
56
55
57
48
51
52
31
53
51
47
53
45
53
52
34
51
32
49
35
29
36
52
54
50
52
51
41
58
53
31
50
45
49
41
51
50
57
54
52
38
59
51
30
42
46
54
36
44
54
57
51
50
44
51
49
47
52
47
46
45
56
51
58
55
46
53
46
42
49
55
46
45
43
52
53
47
47
39
47
51
49
52
50
48
49
48
51
34
49
52
50
47
50
47
51
52
42
55
48
46
38
26
52
47
51
52
55
49
47
52
57
58
45
48
47
34
53
49
40
49
38
49
37
44
42
40
53
38
50
28
52
28
51
54
41
52
34
55
38
51
54
48
52
58
36
46
50
51
53
43
48
48
48
45
48
47
49
38
40
50
53
50
33
53
46
57
51
43
45
39
52
37
46
54
47
40
53
51
51
50
50
59
48
54
44
51
26
50
43
50
45
42
48
49
47
56
49
44
52
52
50
30
45
51
56
52
54
54
55
40
52
51
47
50
30
44
57
51
25
57
43
47
53
47
54
51
48
48
50
41
50
53
44
47
49
58
40
50
54
51
54
33
53
22
52
36
39
49
47
47
35
44
43
44
53
56
47
52
48
37
50
53
46
42
36
55
49
45
28
44
50
41
50
51
34
46
49
58
48
47
58
53
48
51
51
50
52
27
44
52
54
48
57
48
35
52
42
54
55
57
38
53
54
51
45
55
51
51
42
52
47
56
52
53
33
55
46
53
48
47
50
56
43
53
49
50
39
51
33
49
54
49
43
53
43
54
51
51
41
51
53
48
55
54
39
54
52
57
38
49
47
47
53
52
31
51
33
57
46
35
41
53
34
51
38
41
38
53
48
50
52
47
40
45
50
42
49
41
47
41
56
46
53
53
50
44
59
54
54
46
43
51
52
54
32
37
49
48
42
50
49
46
53
49
55
61
51
50
50
39
48
49
49
59
51
52
50
51
37
53
44
53
50
50
51
34
30
37
56
58
58
37
51
53
45
39
47
55
51
52
45
53
30
42
48
40
53
45
57
53
58
54
39
34
41
51
52
52
28
52
50
47
47
54
58
26
51
45
56
45
48
48
41
53
59
57
50
31
42
46
51
48
42
48
34
48
53
52
54
55
47
52
51
40
50
37
53
56
53
44
44
50
40
36
42
56
41
50
36
39
30
46
53
50
58
55
51
53
45
44
52
59
48
40
60
51
56
54
44
54
38
50
57
53
48
49
54
58
51
54
44
47
29
48
51
40
49
48
49
59
47
43
26
47
54
51
48
46
57
52
54
48
50
40
51
46
51
50
47
55
51
50
54
54
52
52
53
42
49
40
49
39
40
52
32
57
39
43
34
43
48
49
54
51
49
41
47
51
51
44
49
42
51
45
54
51
30
54
47
51
51
53
48
49
50
52
42
52
55
51
49
56
37
52
44
49
57
28
47
25
49
47
50
34
51
53
48
54
58
53
48
50
37
49
47
52
53
52
48
53
52
41
52
52
44
48
54
41
51
40
49
51
53
33
46
44
51
58
57
54
56
51
53
51
50
47
43
46
53
60
28
56
55
50
54
49
48
43
42
52
57
41
55
43
55
49
55
34
39
35
42
38
56
47
56
49
59
47
49
51
53
39
46
51
54
45
52
45
56
50
53
43
44
54
50
43
48
43
39
55
47
31
50
47
54
51
46
56
51
59
53
25
48
50
48
48
49
51
47
50
48
46
52
60
60
33
54
53
47
54
52
43
52
49
51
55
49
56
42
49
43
40
52
50
41
49
52
39
48
44
53
54
38
57
46
49
39
46
49
35
53
55
49
38
41
33
49
38
57
50
49
41
56
56
44
45
52
61
43
50
39
45
51
45
37
41
54
51
39
52
56
40
34
37
49
26
49
52
37
54
43
41
51
45
45
52
49
59
50
49
46
37
36
44
40
51
55
50
45
47
24
50
52
53
51
45
54
52
59
44
52
49
50
56
56
53
57
36
43
47
45
53
42
56
52
33
39
50
44
52
49
52
29
49
37
44
52
45
58
55
53
53
49
48
54
53
43
49
49
57
31
59
51
50
57
48
36
42
59
37
50
34
40
49
58
48
50
28
50
41
51
39
56
51
52
54
43
52
55
51
